name,type,manufacturer,first_flight,status,range_km,cruise_speed_kmh,max_speed_kmh,capacity_passengers,crew,length_m,wingspan_m,era,mission,key_features,design_philosophy,short_description
D-ADLR,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: D-ADLR. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: D-ADLR. Source: Wikidata (links to Wikipedia).
Martin X-23 PRIME,aircraft,Martin Marietta,1966,Active,,,,,,2.07,1.16,Various,aircraft,American experimental aircraft,Wikipedia-sourced via Wikidata,American experimental aircraft
Wright Flyer III,aircraft,,,Active,,,,,,,,Various,aircraft,third powered aircraft built by the Wright brothers,Wikipedia-sourced via Wikidata,third powered aircraft built by the Wright brothers
Bossi-Bonomi Pedaliante,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
R-planes,aircraft,,,Active,,,,,,,,Various,aircraft,imperial German bomber class; largest warplanes of World War I,Wikipedia-sourced via Wikidata,imperial German bomber class; largest warplanes of World War I
Swedish Highly Advanced Research Configuration,aircraft,,,Active,,,,,,,,Various,aircraft,Experimental UAV,Wikipedia-sourced via Wikidata,Experimental UAV
Göppingen Gö 1,aircraft,Schempp-Hirth,1935,Active,,,,,,,,Various,aircraft,"German single-seat glider, 1935",Wikipedia-sourced via Wikidata,"German single-seat glider, 1935"
Tu-214SR,aircraft,Kazan Aircraft Production Association,2008,Active,,,,,,,,Various,aircraft,Aircraft: Tu-214SR. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Tu-214SR. Source: Wikidata (links to Wikipedia).
Mikoyan MiG-110,aircraft,Russian Aircraft Corporation MiG,,Active,,,,,,,,Various,aircraft,Proposed aircraft,Wikipedia-sourced via Wikidata,Proposed aircraft
Savoia-Marchetti S.66,aircraft,SIAI-Marchetti,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Airglow,aircraft,,,Active,,,,,,,,Various,aircraft,pedal-driven human-powered aircraft,Wikipedia-sourced via Wikidata,pedal-driven human-powered aircraft
Buzzman L'il Buzzard,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Cornelius Mallard,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
DARPA TX,aircraft,,,Active,,,,,,,,Various,aircraft,type of Roadable aircraft,Wikipedia-sourced via Wikidata,type of Roadable aircraft
Greenwood Witch,aircraft,,,Active,,,,,,,,Various,aircraft,American ultralight aircraft,Wikipedia-sourced via Wikidata,American ultralight aircraft
HL-20 Personnel Launch System,aircraft,,,Active,,,,,,,,Various,aircraft,NASA cancelled spaceplane project,Wikipedia-sourced via Wikidata,NASA cancelled spaceplane project
HPA Toucan,aircraft,,1972,Active,,,,,,,,Various,aircraft,British two-seat man-powered aircraft,Wikipedia-sourced via Wikidata,British two-seat man-powered aircraft
Kappa 77 KP 2U-SOVA,aircraft,Skyleader,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Kari-Keen 90 Sioux coupe,aircraft,Kari-Keen Manufacturing,,Active,,,,,,,,Various,aircraft,American aircraft,Wikipedia-sourced via Wikidata,American aircraft
Kawasaki KAQ-1,aircraft,Kawasaki Aerospace Systems Company,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Keystone XO-15,aircraft,Keystone Aircraft,,Active,,,,,,,,Various,aircraft,1930s American prototype observation aircraft,Wikipedia-sourced via Wikidata,1930s American prototype observation aircraft
Kinney HRH,aircraft,,,Active,,,,,,,,Various,aircraft,American homebuilt helicopter,Wikipedia-sourced via Wikidata,American homebuilt helicopter
Vickers Vampire,aircraft,,,Active,,,,,,,,Various,aircraft,aeroplane of WWI,Wikipedia-sourced via Wikidata,aeroplane of WWI
Breda A.10,aircraft,Breda,,Active,,,,,,,,Various,aircraft,Aircraft,Wikipedia-sourced via Wikidata,Aircraft
Kolb Kolbra,aircraft,New Kolb Aircraft,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Kolb Slingshot,aircraft,New Kolb Aircraft,,Active,,,,,,,,Various,aircraft,American ultralight airplane,Wikipedia-sourced via Wikidata,American ultralight airplane
PC-Flight Pretty Flight,aircraft,,1996,Active,,,,,,,,Various,aircraft,"single-engined, two-seat ultralight aircraft",Wikipedia-sourced via Wikidata,"single-engined, two-seat ultralight aircraft"
Rolandas Kalinauskas RK-6 Magic,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Rolandas Kalinauskas RK-5 Ruth,aircraft,,,Active,,,,,,,,Various,aircraft,Lithuanian light aircraft design,Wikipedia-sourced via Wikidata,Lithuanian light aircraft design
Rolandas Kalinauskas RK-7 Orange,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Da Vinci III,aircraft,,,Active,,,,,,,,Various,aircraft,human-powered helicopter,Wikipedia-sourced via Wikidata,human-powered helicopter
Flying bicycle,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Flying bicycle. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Flying bicycle. Source: Wikidata (links to Wikipedia).
MIT BURD,aircraft,,,Active,,,,,,,,Various,aircraft,1970s United States human-powered aircraft,Wikipedia-sourced via Wikidata,1970s United States human-powered aircraft
Airtrike Eagle 5,aircraft,,,Active,,,,,,,,Various,aircraft,German ultralight trike,Wikipedia-sourced via Wikidata,German ultralight trike
HyperMach SonicStar,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Blériot-SPAD S.42,aircraft,,,Active,,,,,,,,Various,aircraft,1920s French training aircraft,Wikipedia-sourced via Wikidata,1920s French training aircraft
Caproni Ca.103,aircraft,,,Active,,,,,,,,Various,aircraft,Italian 1920s bomber aircraft,Wikipedia-sourced via Wikidata,Italian 1920s bomber aircraft
Dewoitine HD.412,aircraft,Dewoitine,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Kawanishi E5K,aircraft,Kawanishi Aircraft Company,1931,Active,,,,,,,,Various,aircraft,Aircraft: Kawanishi E5K. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Kawanishi E5K. Source: Wikidata (links to Wikipedia).
Lublin R-IX,aircraft,Plage i Laśkiewicz,,Active,,,,,,,,Various,aircraft,Polish airliner,Wikipedia-sourced via Wikidata,Polish airliner
Nieuport-Macchi Parasol,aircraft,Alenia Aermacchi,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Airtime Explorer,aircraft,Airtime Products,,Active,,,,,,,,Various,aircraft,Australian powered hang glider harness,Wikipedia-sourced via Wikidata,Australian powered hang glider harness
Barber Snark,aircraft,,,Active,,,,,,,,Various,aircraft,two-seater kit-plane,Wikipedia-sourced via Wikidata,two-seater kit-plane
Moyes Max,aircraft,Moyes Delta Gliders,,Active,,,,,,,,Various,aircraft,Australian hang glider,Wikipedia-sourced via Wikidata,Australian hang glider
Moyes Litesport,aircraft,Moyes Delta Gliders,,Active,,,,,,,,Various,aircraft,"Australian high-wing, single-place, hang glider",Wikipedia-sourced via Wikidata,"Australian high-wing, single-place, hang glider"
Moyes Sonic,aircraft,Moyes Delta Gliders,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Moyes Ventura,aircraft,Moyes Delta Gliders,,Active,,,,,,,,Various,aircraft,Australian hang glider,Wikipedia-sourced via Wikidata,Australian hang glider
Spring WS202 Sprint,aircraft,,,Active,,,,,,,,Various,aircraft,Canadian aircraft design,Wikipedia-sourced via Wikidata,Canadian aircraft design
Para-Ski Top Gun,aircraft,Para-Ski,,Active,,,,,,,,Various,aircraft,powered parachute,Wikipedia-sourced via Wikidata,powered parachute
Sundog Two-Seater,aircraft,Sundog Powerchutes,,Active,,,,,,,,Various,aircraft,Canadian powered parachute,Wikipedia-sourced via Wikidata,Canadian powered parachute
Sundog One-Seater,aircraft,Sundog Powerchutes,,Active,,,,,,,,Various,aircraft,Canadian powered parachute,Wikipedia-sourced via Wikidata,Canadian powered parachute
Micronautix Triton,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Dittmar HD 153 Motor-Möwe,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Wombat Gyrocopters Wombat,aircraft,Wombat Gyrocopters,,Active,,,,,,,,Various,aircraft,British autogyro,Wikipedia-sourced via Wikidata,British autogyro
Huntwing,aircraft,,,Active,,,,,,,,Various,aircraft,British ultralight trike,Wikipedia-sourced via Wikidata,British ultralight trike
Henderson H.S.F.1,aircraft,,,Active,,,,,,,,Various,aircraft,British light aircraft,Wikipedia-sourced via Wikidata,British light aircraft
Sonex Aircraft Teros,aircraft,Sonex Aircraft,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
De Marçay Passe-Partout,aircraft,,,Active,,,,,,,,Various,aircraft,French sport and touring aircraft,Wikipedia-sourced via Wikidata,French sport and touring aircraft
De Marçay Limousine,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Roll Flight MR V,aircraft,Roll Flight,,Active,,,,,,,,Various,aircraft,German powered parachute design,Wikipedia-sourced via Wikidata,German powered parachute design
Albert TE.1,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Sky Science PowerHawk,aircraft,,,Active,,,,,,,,Various,aircraft,British powered parachute,Wikipedia-sourced via Wikidata,British powered parachute
Skymaster Single Seater,aircraft,Skymaster Powered Parachutes,,Active,,,,,,,,Various,aircraft,American powered parachute,Wikipedia-sourced via Wikidata,American powered parachute
Soaring Concepts Sky Trek,aircraft,Soaring Concepts,,Active,,,,,,,,Various,aircraft,American powered parachute,Wikipedia-sourced via Wikidata,American powered parachute
Airframes Unlimited SS-2 Trainer,aircraft,Airframes Unlimited,,Active,,,,,,,,Various,aircraft,American powered parachute,Wikipedia-sourced via Wikidata,American powered parachute
SNAS Stryke-Air Bi,aircraft,,,Active,,,,,,,,Various,aircraft,French powered parachute,Wikipedia-sourced via Wikidata,French powered parachute
Sun Flightcraft Air-Chopper,aircraft,Sun Flightcraft,,Active,,,,,,,,Various,aircraft,Austrian powered parachute,Wikipedia-sourced via Wikidata,Austrian powered parachute
Swing-Europe Parashell,aircraft,Swing-Europe,,Active,,,,,,,,Various,aircraft,powered parachute,Wikipedia-sourced via Wikidata,powered parachute
Trio-Twister 203,aircraft,Trio-Twister,,Active,,,,,,,,Various,aircraft,German powered parachute,Wikipedia-sourced via Wikidata,German powered parachute
Wrobel Vroby 2,aircraft,,,Active,,,,,,,,Various,aircraft,French powered parachute,Wikipedia-sourced via Wikidata,French powered parachute
Aero Nord AIR,aircraft,Aero Nord,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Airfer Titan,aircraft,Airfer,,Active,,,,,,,,Various,aircraft,Spanish paramotor design,Wikipedia-sourced via Wikidata,Spanish paramotor design
Airfer Tornado,aircraft,Airfer,,Active,,,,,,,,Various,aircraft,Spanish paramotor,Wikipedia-sourced via Wikidata,Spanish paramotor
Arey Tatush,aircraft,Arey,,Active,,,,,,,,Various,aircraft,Russian paramotor,Wikipedia-sourced via Wikidata,Russian paramotor
Av8er Explorer,aircraft,,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
Av8er Orbiter,aircraft,,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
Back Bone Shadow,aircraft,Back Bone,,Active,,,,,,,,Various,aircraft,French paramotor design,Wikipedia-sourced via Wikidata,French paramotor design
Back Bone Silver,aircraft,Back Bone,,Active,,,,,,,,Various,aircraft,French paramotor,Wikipedia-sourced via Wikidata,French paramotor
Bailey JPX D330,aircraft,Bailey Aviation,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
Bailey Solo,aircraft,Bailey Aviation,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
Büttner Crazy Plane,aircraft,Büttner Propeller,,Active,,,,,,,,Various,aircraft,German paramotor,Wikipedia-sourced via Wikidata,German paramotor
Büttner Easy Plane,aircraft,Büttner Propeller,,Active,,,,,,,,Various,aircraft,German paramotor,Wikipedia-sourced via Wikidata,German paramotor
D'Yves Yvasion 2000,aircraft,D'Yves Air Pub,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Dynamic Sport Rocket,aircraft,Dynamic Sport,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Fly Castelluccio Mach,aircraft,Fly Castelluccio,,Active,,,,,,,,Various,aircraft,Italian paramotor design,Wikipedia-sourced via Wikidata,Italian paramotor design
Fly Castelluccio SMN,aircraft,Fly Castelluccio,,Active,,,,,,,,Various,aircraft,Italian paramotor,Wikipedia-sourced via Wikidata,Italian paramotor
Fresh Breeze Airbass,aircraft,Fresh Breeze,,Active,,,,,,,,Various,aircraft,German paramotor,Wikipedia-sourced via Wikidata,German paramotor
Jet Pocket Top 80,aircraft,Jet Pocket,,Active,,,,,,,,Various,aircraft,French paramotor,Wikipedia-sourced via Wikidata,French paramotor
Jet Pocket Top Must,aircraft,Jet Pocket,,Active,,,,,,,,Various,aircraft,French paramotor,Wikipedia-sourced via Wikidata,French paramotor
La Mouette SR 210,aircraft,La Mouette,,Active,,,,,,,,Various,aircraft,French paramotor la Mouette SR 210,Wikipedia-sourced via Wikidata,French paramotor la Mouette SR 210
La Mouette ZR 250,aircraft,La Mouette,,Active,,,,,,,,Various,aircraft,French paramotor,Wikipedia-sourced via Wikidata,French paramotor
Mini-Fly Set,aircraft,,,Active,,,,,,,,Various,aircraft,German powered hang glider,Wikipedia-sourced via Wikidata,German powered hang glider
MS Parafly Skyward,aircraft,MS Parafly,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
NAGL System NAGL,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
NeuraJet Neura Jet,aircraft,NeuraJet,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Paraavis Sova,aircraft,Paraavis,,Active,,,,,,,,Various,aircraft,Russian paramotor,Wikipedia-sourced via Wikidata,Russian paramotor
Paraavis Pegasus,aircraft,Paraavis,,Active,,,,,,,,Various,aircraft,Russian paramotor,Wikipedia-sourced via Wikidata,Russian paramotor
Paraavis Vityaz,aircraft,Paraavis,,Active,,,,,,,,Various,aircraft,Russian paramotor,Wikipedia-sourced via Wikidata,Russian paramotor
Paramania Vortex,aircraft,Paramania,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Paramotor Performance M3,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
H&E Paramotores Corsario,aircraft,H&E Paramotores,,Active,,,,,,,,Various,aircraft,Spanish paramotor,Wikipedia-sourced via Wikidata,Spanish paramotor
H&E Paramotores Simonini,aircraft,H&E Paramotores,,Active,,,,,,,,Various,aircraft,Spanish paramotor,Wikipedia-sourced via Wikidata,Spanish paramotor
Parasport.de Fun,aircraft,Parasport.de,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Phoenix Skywalker,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Rad MXL,aircraft,Rad Aviation,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
Rad RXL,aircraft,Rad Aviation,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
Rad SXL Custom,aircraft,Rad Aviation,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
Reflex Bi Trike,aircraft,Reflex Paramoteur,,Active,,,,,,,,Various,aircraft,French paramotor,Wikipedia-sourced via Wikidata,French paramotor
Reflex J 160,aircraft,Reflex Paramoteur,,Active,,,,,,,,Various,aircraft,French paramotor,Wikipedia-sourced via Wikidata,French paramotor
Reflex J 320,aircraft,Reflex Paramoteur,,Active,,,,,,,,Various,aircraft,French paramotor,Wikipedia-sourced via Wikidata,French paramotor
Reflex S,aircraft,Reflex Paramoteur,,Active,,,,,,,,Various,aircraft,French paramotor,Wikipedia-sourced via Wikidata,French paramotor
Reflex Solo Elec,aircraft,Reflex Paramoteur,,Active,,,,,,,,Various,aircraft,French paramotor,Wikipedia-sourced via Wikidata,French paramotor
Skyrunner Basic,aircraft,Skyrunner Paramotor Laboratory,,Active,,,,,,,,Various,aircraft,Russian aircraft,Wikipedia-sourced via Wikidata,Russian aircraft
Skyrunner Powerful,aircraft,Skyrunner Paramotor Laboratory,,Active,,,,,,,,Various,aircraft,Russian paramotor,Wikipedia-sourced via Wikidata,Russian paramotor
Skyrunner Booster,aircraft,Skyrunner Paramotor Laboratory,,Active,,,,,,,,Various,aircraft,Russian paramotor,Wikipedia-sourced via Wikidata,Russian paramotor
Skyrunner Light,aircraft,Skyrunner Paramotor Laboratory,,Active,,,,,,,,Various,aircraft,Russian paramotor,Wikipedia-sourced via Wikidata,Russian paramotor
Skyway Light,aircraft,Skyway Products,,Active,,,,,,,,Various,aircraft,German paramotor,Wikipedia-sourced via Wikidata,German paramotor
Sokopf Falke,aircraft,Sokopf,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Sperwill 120,aircraft,Sperwill Ltd,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
Sperwill 3+,aircraft,Sperwill Ltd,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
Sperwill CA,aircraft,Sperwill Ltd,,Active,,,,,,,,Various,aircraft,British paramotor,Wikipedia-sourced via Wikidata,British paramotor
